"ID","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","CITY","STATE","ZIP","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","SOURCE","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","TARGET"
1,"MLS Listing",NA,"Condo/Co-op","Kew Gardens","NY","11415",0,1,"The Texas",NA,NA,1956,1,NA,NA,"Active","March-11-2018 01:00 PM","March-11-2018 03:00 PM","MLSLI","N","Y","40.7"," -73.8","FALSE"
2,"MLS Listing",NA,"Single Family Residential","Anaheim","CA","92807",7,5.5,"91 - Sycamore Canyon",7400,56628,2000,2,514,NA,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
3,"MLS Listing",NA,"Single Family Residential","Howard Beach","NY","11414",3,1.5,"Howard Beach",NA,2400,1950,15,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
4,"MLS Listing",NA,"Single Family Residential","Aliso Viejo","CA","92656",4,4.5,"AV - Aliso Viejo",3258,5893,2011,6,457,258,"Active","","","CRMLS","N","Y","33.6","-117.7","TRUE"
5,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32837",3,2,"Orlando",1596,5623,1994,8,166,64,"Active","","","MFRMLS","N","Y","28.4"," -81.4","FALSE"
6,"MLS Listing",NA,"Townhouse","Baltimore","MD","21217",3,1,"Baltimore",1432,NA,1920,131,7,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
7,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,3,"1010 Brickell Ave",1386,NA,2017,96,646,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
8,"MLS Listing",NA,"Vacant Land","Orlando","FL","32833",0,NA,"Orlando",NA,49947,NA,254,NA,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.1","FALSE"
9,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10314",3,2,"Westerleigh",1520,2600,1960,2,348,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
10,"MLS Listing",NA,"Single Family Residential","Yorba Linda","CA","92886",5,2.5,"85 - Yorba Linda",3593,19250,1983,293,348,NA,"Active","","","CRMLS","N","Y","33.9","-117.8","TRUE"
11,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30310-3758",3,2,"",NA,8712,1947,18,NA,NA,"Active","","","GAMLS","N","Y","33.7"," -84.4","FALSE"
12,"MLS Listing",NA,"Townhouse","Baltimore","MD","21217",2,2,"Bolton Hill",1080,NA,1968,61,277,63,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
13,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11214",1,1.5,"Brooklyn",1052,NA,2018,6,693,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
14,"MLS Listing",NA,"Single Family Residential","Fairfax","VA","22032",4,2.5,"Middleridge",1534,10582,1978,6,424,NA,"Active","","","MRIS","N","Y","38.8"," -77.3","TRUE"
15,"MLS Listing",NA,"Vacant Land","Miami","FL","33127",NA,NA,"Wyndwood Park",NA,5000,NA,244,NA,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
16,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32808",3,2,"Orlando",1386,8083,1975,16,144,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.4","FALSE"
17,"MLS Listing",NA,"Townhouse","Miami","FL","33172",3,2,"Spring Lakes Village",1280,NA,1978,232,141,NA,"Active","","","MARMLS","N","Y","25.8"," -80.4","FALSE"
18,"MLS Listing",NA,"Condo/Co-op","Miami Beach","FL","33109",1,1,"Fisher Island",928,NA,1988,292,1001,2277,"Active","","","MARMLS","N","Y","25.8"," -80.1","TRUE"
19,"MLS Listing",NA,"Townhouse","Baltimore","MD","21224",2,1,"Canton",984,871,1910,216,249,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
20,"MLS Listing",NA,"Single Family Residential","Seal Beach","CA","90740",3,2,"1A - Seal Beach",1140,3049,1952,55,1052,NA,"Active","","","CRMLS","N","Y","33.7","-118.1","TRUE"
21,"MLS Listing",NA,"Vacant Land","Orlando","FL","32824",0,NA,"Orlando",NA,7310,NA,6,NA,NA,"Active","","","MFRMLS","N","Y","28.4"," -81.4","FALSE"
22,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1.5,"My Brickell",852,NA,2014,97,446,574,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
23,"MLS Listing",NA,"Single Family Residential","Fullerton","CA","92833",4,2.5,"83 - Fullerton",2646,9150,1979,100,353,150,"Active","","","CRMLS","N","Y","33.9","-117.9","TRUE"
24,"New Construction Plan",NA,"Single Family Residential","Jacksonville","FL","32259",3,2.5,"The Crossings at Bartram",2400,NA,NA,NA,120,NA,"Active","","","NewHomeSource.com","N","Y","30.1"," -81.5","FALSE"
25,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32222",3,2,"Country Oaks",1720,NA,1980,16,113,NA,"Active","","","NEFLMLS","N","Y","30.2"," -81.8","FALSE"
26,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2,"Isola",985,NA,1990,238,371,650,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
27,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32256",6,5,"Deercreek Cc",5741,NA,1994,306,157,110,"Active","","","NEFLMLS","N","Y","30.2"," -81.5","TRUE"
28,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27606",4,5,"The Oaks at Meadowridge",7058,41817,2008,42,128,50,"Active","","","TMLS","N","Y","35.7"," -78.7","TRUE"
29,"MLS Listing",NA,"Single Family Residential","Miami","FL","33180",3,2,"Sunswept Isle",1425,7500,1959,9,298,NA,"Active","","","MARMLS","N","Y","26.0"," -80.2","TRUE"
30,"MLS Listing",NA,"Townhouse","Orlando","FL","32814",4,3,"Orlando",2201,1192,2011,58,215,280,"Active","","","MFRMLS","N","Y","28.6"," -81.3","TRUE"
31,"MLS Listing",NA,"Condo/Co-op","Elmhurst","NY","11373",1,1,"41-50 78 St Corp",NA,NA,1960,33,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","FALSE"
32,"MLS Listing",NA,"Single Family Residential","Fairfax","VA","22030",7,6.5,"Part Hope Park",9000,41382,2018,216,150,NA,"Active","","","MRIS","N","Y","38.8"," -77.4","TRUE"
33,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21215",4,2,"Mount Washington, Mt Washington",1612,7496,1927,477,124,NA,"Active","","","MRIS","N","Y","39.4"," -76.7","FALSE"
34,"MLS Listing",NA,"Vacant Land","Jacksonville","FL","32219",NA,NA,"Lincoln Villas",NA,NA,NA,124,NA,NA,"Active","","","NEFLMLS","N","Y","30.4"," -81.7","FALSE"
35,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2,"Centro",1131,NA,2016,168,380,632,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
36,"MLS Listing",NA,"Single Family Residential","Miami","FL","33185",3,2,"Bismark Homes At Venezia",1935,5841,2001,149,189,NA,"Active","","","MARMLS","N","Y","25.7"," -80.4","TRUE"
37,"MLS Listing",NA,"Single Family Residential","call Listing Agent","NY","11412",3,1,"Jamaica",13604,2143,1940,121,23,NA,"Active","","","HGMLS","N","Y","40.7"," -73.8","TRUE"
38,"MLS Listing",NA,"Condo/Co-op","Seal Beach","CA","90740",2,1,"1A - Seal Beach",760,1000,1961,13,345,306,"Active","","","CRMLS","N","Y","33.8","-118.1","FALSE"
39,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","27517",NA,NA,"Governors Club",NA,36590,NA,183,NA,2199,"Active","","","TMLS","N","Y","35.8"," -79.0","TRUE"
40,"MLS Listing",NA,"Townhouse","Baltimore","MD","21205",3,2,"14x70",1232,523,1924,19,77,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
41,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Bayside","NY","11361",4,2,"Bayside",NA,2860,1955,27,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
42,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33133",3,3.5,"Grove At Grand Bay",2029,NA,2016,524,1232,1942,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
43,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",5,5.5,"CC - Coto De Caza",5629,58545,2000,28,515,225,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
44,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10305",4,1,"Fort Wadsworth",1400,2929,1915,22,393,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
45,"MLS Listing",NA,"Single Family Residential","Miami","FL","33176",4,2.5,"Andes Sub",2734,15307,1978,30,311,NA,"Active","","","MARMLS","N","Y","25.6"," -80.4","TRUE"
46,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33130",2,2,"Brickell",1108,NA,2008,91,477,682,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
47,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30324",3,3.5,"Broadview Place",NA,NA,2018,48,NA,13,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
48,"MLS Listing",NA,"Single Family Residential","Brookhaven","GA","30319",5,4.5,"Reserve At Brookleigh",3414,10454,2014,27,249,13,"Active","","","GAMLS","N","Y","33.9"," -84.3","TRUE"
49,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30319",5,3.5,"Ridgedale Park",2300,42863,1940,41,359,NA,"Active","","","GAMLS","N","Y","33.9"," -84.3","TRUE"
50,"New Construction Plan",NA,"Single Family Residential","Chapel Hill","NC","27517",4,3,"Chapel Run – Chapel West Collection",2517,NA,NA,NA,145,NA,"Active","","","NewHomeSource.com","N","Y","35.9"," -79.0","TRUE"
51,"MLS Listing",NA,"Mobile/Manufactured Home","Lake Forest","CA","92630",3,2,"LS - Lake Forest South",1539,NA,2006,96,136,NA,"Active","","","CRMLS","N","Y","33.6","-117.7","FALSE"
52,"MLS Listing",NA,"Multi-Family (5+ Unit)","Glendale","NY","11385",12,6,"Glendale",NA,2808,1931,56,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
53,"MLS Listing",NA,"Single Family Residential","Miami","FL","33165",7,2,"",2096,7650,1959,84,186,NA,"Active","","","MARMLS","N","Y","25.7"," -80.4","TRUE"
54,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2.5,"Echo",1554,NA,2017,2,1734,1980,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
55,"MLS Listing",NA,"Condo/Co-op","Corona","NY","11368",2,1,"Sherwood Village",NA,NA,1962,5,NA,NA,"Active","March-10-2018 01:30 PM","March-10-2018 03:00 PM","MLSLI","N","Y","40.7"," -73.9","FALSE"
56,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32822",3,2,"Orlando",1426,5660,1974,128,83,393,"Active","","","MFRMLS","N","Y","28.5"," -81.3","FALSE"
57,"MLS Listing",NA,"Condo/Co-op","Bronx","NY","10465",2,1,"Bronx",1083,NA,2006,4,392,360,"Active","","","HGMLS","N","Y","40.8"," -73.8","TRUE"
58,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30319",2,2.5,"The Winston",2890,NA,1999,114,285,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
59,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33193",2,2,"Kendall Lakes Towers",877,NA,1992,688,187,1387,"Active","","","MARMLS","N","Y","25.7"," -80.4","FALSE"
60,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33126",2,2,"Blue Lagoon",902,NA,2003,16,261,800,"Active","","","MARMLS","N","Y","25.8"," -80.3","FALSE"
61,"MLS Listing",NA,"Townhouse","Flushing","NY","11367",3,2.5,"Flushing",NA,1710,1940,31,NA,NA,"Active","March-18-2018 02:00 PM","March-18-2018 04:00 PM","MLSLI","N","Y","40.7"," -73.8","TRUE"
62,"MLS Listing",NA,"Single Family Residential","Miami","FL","33168",3,2,"",1629,7725,1956,30,147,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","FALSE"
63,"MLS Listing",NA,"Single Family Residential","Laguna Beach","CA","92651",6,7.5,"NL - North Laguna",4254,7745,2002,205,1880,692,"Active","","","CRMLS","N","Y","33.6","-117.8","TRUE"
64,"MLS Listing",NA,"Condo/Co-op","Flushing","NY","11354",1,1,"N/A",NA,NA,NA,13,NA,625,"Active","","","MLSLI","N","Y","40.8"," -73.8","FALSE"
65,"MLS Listing",NA,"Single Family Residential","Irvine","CA","92602",5,5.5,"OH - Orchard Hills",5205,6886,2015,159,576,279,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
66,"MLS Listing",NA,"Single Family Residential","Miami","FL","33142",3,2,"Hialeah Heights",1432,5160,2010,6,192,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
67,"MLS Listing",NA,"Single Family Residential","Huntington Beach","CA","92648",4,4,"15 - West Huntington Beach",3570,3125,1983,49,419,NA,"Active","","","CRMLS","N","Y","33.7","-118.0","TRUE"
68,"MLS Listing",NA,"Townhouse","Baltimore","MD","21215",3,1,"",NA,NA,1920,48,NA,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
69,"MLS Listing",NA,"Vacant Land","Durham","NC","",NA,NA,"Durham",NA,11935,NA,255,NA,NA,"Active","","","TMLS","N","Y","36.0"," -78.9","FALSE"
70,"MLS Listing",NA,"Condo/Co-op","Lakewood","CA","90715",2,1,"26 - Lakewood East",1056,740,1978,47,368,375,"Active","","","CRMLS","N","Y","33.8","-118.1","TRUE"
71,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32223",3,3,"Bowden Grant",2659,NA,1885,155,451,NA,"Active","","","NEFLMLS","N","Y","30.2"," -81.7","TRUE"
72,"MLS Listing",NA,"Vacant Land","Orlando","FL","32833",0,NA,"Orlando",NA,7494,NA,187,NA,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.1","FALSE"
73,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",1,1,"50 Biscayne",873,NA,2007,183,365,602,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
74,"MLS Listing",NA,"Townhouse","Miami","FL","33133",3,3.5,"",2329,NA,2017,111,397,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
75,"MLS Listing",NA,"Vacant Land","East Point","GA","30344",NA,NA,"Villages Of East Point",NA,5662,NA,33,NA,7,"Active","","","GAMLS","N","Y","33.7"," -84.4","FALSE"
76,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27514",4,5,"Dunhill",3643,89733,2017,234,189,79,"Active","March-10-2018 02:00 PM","March-10-2018 04:00 PM","TMLS","N","Y","36.0"," -79.1","TRUE"
77,"MLS Listing",NA,"Single Family Residential","Newport Beach","CA","92663",3,2,"N8 - West Newport - Lido",1525,3080,1955,83,1607,83,"Active","March-11-2018 01:00 PM","March-11-2018 04:00 PM","CRMLS","N","Y","33.6","-117.9","TRUE"
78,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32207",3,1,"Metes & Bounds",896,NA,1985,29,104,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.6","FALSE"
79,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32810",3,2,"Orlando",1453,16200,1951,257,93,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.4","FALSE"
80,"MLS Listing",NA,"Townhouse","Baltimore","MD","21229",3,3.5,"Bristol Green",2121,4356,2018,51,154,75,"Active","","","MRIS","N","Y","39.3"," -76.7","TRUE"
81,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Brooklyn","NY","11236",5,3,"Brooklyn",NA,1979,1965,121,NA,NA,"Active","","","MLSLI","N","Y","40.6"," -73.9","TRUE"
82,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32836",3,2,"Orlando",2549,20768,2005,379,235,493,"Active","","","MFRMLS","N","Y","28.4"," -81.5","TRUE"
83,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30307",4,3.5,"Chelsea Heights",4317,13068,1995,1,227,NA,"Active","","","GAMLS","N","Y","33.8"," -84.3","TRUE"
84,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30342",4,3,"Fulton Park Manor",NA,20908,1955,6,NA,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
85,"MLS Listing",NA,"Townhouse","Baltimore","MD","21218",3,2.5,"Baltimore",1688,NA,1930,36,139,NA,"Active","March-10-2018 12:00 PM","March-10-2018 02:00 PM","MRIS","N","Y","39.3"," -76.6","FALSE"
86,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33179",1,1.5,"Royal Oaks",930,NA,1969,64,101,321,"Active","","","MARMLS","N","Y","26.0"," -80.2","FALSE"
87,"MLS Listing",NA,"Multi-Family (2-4 Unit)","College Point","NY","11356",4,3,"College Point",NA,2502,1983,55,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
88,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32827",5,5,"Orlando",4145,14434,2007,150,171,101,"Active","","","MFRMLS","N","Y","28.4"," -81.3","TRUE"
89,"MLS Listing",NA,"Single Family Residential","Staten  Island","NY","10308",2,1.5,"Staten  Island",948,392,1985,37,336,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.2","TRUE"
90,"MLS Listing",NA,"Vacant Land","Atlanta","GA","30331",NA,NA,"",NA,NA,NA,49,NA,NA,"Active","","","GAMLS","N","Y","33.7"," -84.5","FALSE"
91,"MLS Listing",NA,"Condo/Co-op","Irvine","CA","92612",3,3.5,"AA - Airport Area",2685,NA,2007,28,930,1506,"Active","","","CRMLS","N","Y","33.7","-117.9","TRUE"
92,"MLS Listing",NA,"Single Family Residential","Jamaica","NY","11432",2,1,"Jamaica",NA,4000,1950,42,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
93,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30331",5,4.5,"Barrington Trace",NA,NA,2017,108,NA,NA,"Active","","","FMLS","N","Y","33.7"," -84.6","TRUE"
94,"MLS Listing",NA,"Vacant Land","Durham","NC","27705",NA,NA,"Durham",NA,2846210,NA,268,NA,NA,"Active","","","TMLS","N","Y","36.0"," -79.0","TRUE"
95,"New Construction Plan",NA,"Single Family Residential","Jacksonville","FL","32257",4,3,"Carter Hall",2267,NA,NA,NA,142,NA,"Active","","","NewHomeSource.com","N","Y","30.2"," -81.6","TRUE"
96,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32836",4,3.5,"Orlando",3646,11897,2013,349,178,100,"Active","","","MFRMLS","N","Y","28.4"," -81.5","TRUE"
97,"MLS Listing",NA,"Townhouse","Glendale","NY","11385",2,2.5,"Glendale",1192,1900,1920,1,578,NA,"Active","March-18-2018 01:00 PM","March-18-2018 03:00 PM","MLSLI","N","Y","40.7"," -73.9","TRUE"
98,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10314",3,3,"Westerleigh",2496,4000,1965,9,308,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
99,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30310",3,3,"Westwood Park",1914,2700,1938,198,115,NA,"Active","","","GAMLS","N","Y","33.7"," -84.4","FALSE"
100,"MLS Listing",NA,"Single Family Residential","Pinecrest","FL","33156",7,6.5,"Doronne Estates",7497,63162,1991,267,467,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
101,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33129",1,1,"Skiline On Brickell",791,NA,2004,55,493,520,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
102,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27516",5,6,"Oxbow Crossing",6240,221720,2000,137,240,38,"Active","","","TMLS","N","Y","35.9"," -79.1","TRUE"
103,"MLS Listing",NA,"Townhouse","Newport Beach","CA","92663",6,5,"N8 - West Newport - Lido",2350,2605,1978,126,1040,NA,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
104,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Chapel Hill","NC","27516",4,2,"Orange",1700,33541,1974,174,108,NA,"Active","","","TMLS","N","Y","35.9"," -79.2","FALSE"
105,"New Construction Home",NA,"Townhouse","Orlando","FL","32824",3,4.5,"Portofino Meadows",1676,NA,2017,341,140,NA,"Active","","","NewHomeFeed","N","Y","28.4"," -81.4","FALSE"
106,"MLS Listing",NA,"Single Family Residential","Tustin","CA","92780",4,3,"71 - Tustin",2420,9296,1963,12,371,NA,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
107,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32225",4,2,"Waterleaf",2251,NA,2009,6,133,48,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","FALSE"
108,"MLS Listing",NA,"Condo/Co-op","Bronx","NY","10463",2,2,"Riverdale",802,NA,2007,111,685,428,"Active","","","HGMLS","N","Y","40.9"," -73.9","TRUE"
109,"MLS Listing",NA,"Townhouse","Miami","FL","33165",3,2.5,"Chateaubleau Villas",1360,NA,1979,26,188,78,"Active","","","MARMLS","N","Y","25.7"," -80.4","FALSE"
110,"MLS Listing",NA,"Vacant Land","Miami","FL","33133",NA,NA,"Frow Homestead",NA,4400,NA,3,NA,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","FALSE"
111,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27517",5,6,"Hunts Reserve",5391,73180,1998,2,183,46,"Active","","","TMLS","N","Y","35.9"," -79.0","TRUE"
112,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2,"The Sail Condo",NA,NA,2006,215,NA,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
113,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10314",7,5,"Westerleigh",4699,10050,1899,12,298,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
114,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1.5,"Brickell On The Rive",1056,NA,2006,202,289,406,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
115,"MLS Listing",NA,"Single Family Residential","St. Albans","NY","11412",3,2,"St. Albans",NA,1900,1940,33,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.7","TRUE"
116,"MLS Listing",NA,"Single Family Residential","Anaheim","CA","92801",3,2,"79 - Anaheim West of Harbor",1150,8034,1955,13,500,NA,"Active","","","CRMLS","N","Y","33.8","-118.0","TRUE"
117,"MLS Listing",NA,"Single Family Residential","Rancho Santa Margarita","CA","92679",4,4.5,"DC - Dove Canyon",3643,7425,1990,176,282,275,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
118,"MLS Listing",NA,"Single Family Residential","Durham","NC","27713",3,3,"Penrith",2674,106722,1996,1,103,NA,"Active","","","TMLS","N","Y","35.9"," -78.9","FALSE"
119,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30324",4,3,"Peidmont Heights",2189,9016,1950,1,302,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
120,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1.5,"Reach Condominium",976,NA,2016,90,722,832,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
121,"MLS Listing",NA,"Vacant Land","Raleigh","NC","27610",NA,NA,"Wake",NA,600692,NA,352,NA,NA,"Active","","","TMLS","N","Y","35.7"," -78.6","TRUE"
122,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32801",4,4.5,"Orlando",2862,7727,1996,376,218,NA,"Active","March-11-2018 01:00 PM","March-11-2018 03:00 PM","MFRMLS","N","Y","28.5"," -81.4","TRUE"
123,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30324-2511",3,2,"Pine Hills",1752,21518,1953,156,331,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
124,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32204",3,1,"Riverside",1263,NA,1920,124,150,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.7","FALSE"
125,"New Construction Plan",NA,"Single Family Residential","Jacksonville","FL","32246",4,2,"Red Hawk",2358,NA,NA,NA,146,NA,"Active","","","NewHomeSource.com","N","Y","30.3"," -81.5","TRUE"
126,"MLS Listing",NA,"Condo/Co-op","Astoria","NY","11103",1,1,"25-40/44 Astoria, Llc",640,NA,2015,35,1131,359,"Active","","","MLSLI","N","Y","40.8"," -73.9","TRUE"
127,"MLS Listing",NA,"Condo/Co-op","San Clemente","CA","92672",2,2,"SN - San Clemente North",1074,1000,1975,42,484,365,"Active","","","CRMLS","N","Y","33.4","-117.6","TRUE"
128,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21216",7,3.5,"Forest Park",2824,7650,1920,351,78,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
129,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,2,"Centro Downtown",791,NA,2016,43,569,560,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
130,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11230",3,2,"Brooklyn",1700,NA,1965,22,382,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
131,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30318",4,2,"",2107,NA,1955,16,62,NA,"Active","","","GAMLS","N","Y","33.8"," -84.5","FALSE"
132,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32246",4,2,"Center Park",1440,NA,1977,64,108,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","FALSE"
133,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10312",3,3,"Huguenot",1690,2403,2000,43,314,15,"Active","","","SIBORMLS","N","Y","40.5"," -74.2","TRUE"
134,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32210",3,2,"Cedar Hills Estates",1065,NA,1962,41,93,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.8","FALSE"
135,"MLS Listing",NA,"Condo/Co-op","Corona del Mar","CA","92625",3,3.5,"CS - Corona Del Mar - Spyglass",1530,NA,2009,42,1209,NA,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
136,"MLS Listing",NA,"Single Family Residential","Irvine","CA","92620",4,2.5,"NW - Northwood",2315,5000,2002,1,518,134,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
137,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32246",4,3,"Golden Glades",2500,NA,2017,238,130,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","TRUE"
138,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21215",3,2.5,"Cross Country",1088,8507,1955,302,165,NA,"Active","","","MRIS","N","Y","39.4"," -76.7","FALSE"
139,"MLS Listing",NA,"Townhouse","Brookhaven","GA","30319",4,3.5,"Townsend At Lenox Park",NA,NA,2017,212,NA,NA,"Active","","","FMLS","N","Y","33.8"," -84.3","TRUE"
140,"MLS Listing",NA,"Townhouse","Staten Island","NY","10305",3,3,"Rosebank",2450,3700,2004,41,306,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
