"ID","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","CITY","STATE","ZIP","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","SOURCE","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","TARGET"
18799,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30339",5,4.5,"Clark A Baker",5002,33759,1980,19,259,NA,"Active","","","GAMLS","N","Y","33.8"," -84.5","TRUE"
18800,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32827",6,7,"Orlando",9003,105178,2008,372,500,498,"Active","","","MFRMLS","N","Y","28.4"," -81.2","TRUE"
18801,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27615",4,6,"Wake",5709,31188,2018,112,236,90,"Active","","","TMLS","N","Y","35.9"," -78.6","TRUE"
18802,"MLS Listing",NA,"Condo/Co-op","Bayside","NY","11360",1,1,"Towers At Waters Edge",NA,NA,1970,43,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
18803,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30318",3,2,"Collier Heights",NA,69739560,1963,149,NA,NA,"Active","","","GAMLS","N","Y","33.8"," -84.5","FALSE"
18804,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32256",4,3.5,"Deercreek Cc",3649,NA,2005,4,145,193,"Active","","","NEFLMLS","N","Y","30.2"," -81.5","TRUE"
18805,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","27517",NA,NA,"Tryon Courte",NA,7840,NA,4,NA,206,"Active","","","TMLS","N","Y","35.8"," -79.0","FALSE"
18806,"MLS Listing",NA,"Townhouse","Miami","FL","33145",4,4,"",NA,NA,2018,50,NA,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
18807,"New Construction Plan",NA,"Single Family Residential","Cary","NC","27519",4,2.5,"Ridgefield Farms",3360,NA,NA,NA,162,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -78.9","TRUE"
18808,"MLS Listing",NA,"Single Family Residential","Mission Viejo","CA","92692",5,4,"MN - Mission Viejo North",3304,6600,1987,27,393,200,"Active","March-9-2018 01:00 PM","March-9-2018 04:00 PM","CRMLS","N","Y","33.6","-117.6","TRUE"
18809,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",5,4,"CC - Coto De Caza",3112,6064,1998,14,340,225,"Active","March-10-2018 01:00 PM","March-10-2018 04:00 PM","CRMLS","N","Y","33.6","-117.6","TRUE"
18810,"MLS Listing",NA,"Single Family Residential","Laguna Beach","CA","92651",3,2.5,"SL - South Laguna",2269,3900,1980,82,5289,NA,"Active","","","CRMLS","N","Y","33.5","-117.7","TRUE"
18811,"MLS Listing",NA,"Condo/Co-op","Jacksonville","FL","32258",2,2,"Twinleaf At Bartram Park",1536,NA,2014,13,127,239,"Active","","","NEFLMLS","N","Y","30.1"," -81.5","FALSE"
18812,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27517",4,4,"Governors Club",4592,64033,2001,124,201,244,"Active","March-11-2018 01:00 PM","March-11-2018 04:00 PM","TMLS","N","Y","35.8"," -79.0","TRUE"
18813,"MLS Listing",NA,"Townhouse","Cary","NC","27513",2,3,"Windchase at Beechtree",1360,1306,1988,14,136,190,"Active","","","TMLS","N","Y","35.8"," -78.8","FALSE"
18814,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27517",4,6,"Governors Club",4566,33541,2018,51,217,244,"Active","","","TMLS","N","Y","35.8"," -79.0","TRUE"
18815,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11235",1,1,"Brooklyn",700,NA,1929,96,370,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","FALSE"
18816,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",2,2,"Paramount Bay",1128,NA,2010,216,664,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18817,"MLS Listing",NA,"Vacant Land","Miami","FL","33127",NA,NA,"Bay Vista Park Amd Pl",NA,5450,NA,166,NA,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
18818,"New Construction Plan",NA,"Single Family Residential","Orlando","FL","32827",4,3.5,"Laureate Park at Lake Nona Park Homes",2940,NA,NA,NA,166,NA,"Active","","","NewHomeSource.com","N","Y","28.4"," -81.2","TRUE"
18819,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21214",4,2.5,"Hamilton",3400,11391,1924,35,85,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
18820,"MLS Listing",NA,"Vacant Land","Atlanta","GA","30327",NA,NA,"",NA,183823,NA,273,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.4","TRUE"
18821,"MLS Listing",NA,"Single Family Residential","Richmond Hill","NY","11419",3,2,"Richmond Hill",NA,2800,1920,7,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
18822,"MLS Listing",NA,"Condo/Co-op","Jacksonville","FL","32256",2,2,"Sonoma Southside",1310,NA,1986,14,57,290,"Active","","","NEFLMLS","N","Y","30.2"," -81.6","FALSE"
18823,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32209",3,1,"Durkeeville",1092,NA,1940,114,69,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.7","FALSE"
18824,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,1,"Centro",736,NA,2016,140,420,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18825,"MLS Listing",NA,"Townhouse","Baltimore","MD","21217",3,1,"Baltimore City",1120,10890,1920,2,31,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
18826,"MLS Listing",NA,"Single Family Residential","Miami","FL","33155",3,2,"Coral Villas Rev",1608,7500,1953,8,348,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
18827,"MLS Listing",NA,"Vacant Land","Atlanta","GA","30331",NA,NA,"Wyncreek Estates",NA,98445,NA,240,NA,NA,"Active","","","GAMLS","N","Y","33.7"," -84.6","TRUE"
18828,"MLS Listing",NA,"Townhouse","Flushing","NY","11358",2,2,"Flushing",1000,1440,1950,10,838,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
18829,"MLS Listing",NA,"Vacant Land","Brooklyn","NY","11214",NA,NA,"Brooklyn",NA,4000,NA,23,NA,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
18830,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",3,3,"Two Midtown Miami",3138,NA,2007,14,374,3052,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18831,"MLS Listing",NA,"Townhouse","Orlando","FL","32825",2,2.5,"Orlando",1132,3237,1986,98,141,71,"Active","","","MFRMLS","N","Y","28.6"," -81.2","FALSE"
18832,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Brooklyn","NY","11214",22,20,"Brooklyn",21000,5800,1928,13,252,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
18833,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32819",4,4,"Orlando",4192,21565,2017,86,203,350,"Active","","","MFRMLS","N","Y","28.5"," -81.5","TRUE"
18834,"MLS Listing",NA,"Single Family Residential","Richmond","VA","23222",3,1,"Highland Park",1000,5601,1972,3,80,NA,"Active",NA,NA,"CVRMLS","N","Y","37.6"," -77.4","FALSE"
18835,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21214",4,3,"Hamilton",1319,6247,1925,62,182,NA,"Active","","","MRIS","N","Y","39.4"," -76.6","FALSE"
18836,"MLS Listing",NA,"Single Family Residential","Richmond","VA","23225",4,3,"Stratford Hills",3936,29450,1978,47,122,NA,"Active",NA,NA,"CVRMLS","N","Y","37.5"," -77.5","TRUE"
18837,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32209",5,2,"Cleveland Heights",1456,NA,2004,258,65,NA,"Active","","","NEFLMLS","N","Y","30.4"," -81.7","FALSE"
18838,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21215",4,3,"Upper Park Heights",1290,7998,1920,48,209,NA,"Active","","","MRIS","N","Y","39.4"," -76.7","FALSE"
18839,"MLS Listing",NA,"Condo/Co-op","Baltimore","MD","21202",2,2,"414 Water Street Condominium",1084,NA,2008,297,245,403,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
18840,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32804",3,1,"Orlando",1247,7822,1950,146,258,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.4","TRUE"
18841,"MLS Listing",NA,"Townhouse","Miami","FL","33179",3,2.5,"Sierra Ridge",1170,NA,1996,5,127,NA,"Active","","","MARMLS","N","Y","26.0"," -80.2","FALSE"
18842,"New Construction Plan",NA,"Single Family Residential","Jacksonville","FL","32218",3,2,"Pine Lakes",1678,NA,NA,NA,132,NA,"Active","","","DR Horton","N","Y","30.5"," -81.6","FALSE"
18843,"MLS Listing",NA,"Townhouse","Miami","FL","33186",3,2,"Kendland Court",1439,NA,1982,3,222,103,"Active","","","MARMLS","N","Y","25.7"," -80.4","TRUE"
18844,"MLS Listing",NA,"Single Family Residential","Laguna Beach","CA","92651",3,3,"LV - Laguna Village",1800,2500,1987,86,806,NA,"Active","March-10-2018 01:00 PM","March-10-2018 04:00 PM","CRMLS","N","Y","33.5","-117.8","TRUE"
18845,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30363",2,2.5,"The Atlantic",1369,NA,2009,45,379,45,"Active","","","GAMLS","N","Y","33.8"," -84.4","TRUE"
18846,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32207",3,3.5,"Granada",4115,NA,1954,218,365,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.7","TRUE"
18847,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32801",5,2,"Orlando",1906,6635,1930,20,307,NA,"Active","March-11-2018 01:00 PM","March-11-2018 05:00 PM","MFRMLS","N","Y","28.5"," -81.4","TRUE"
18848,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32837",2,2,"Orlando",1041,13615,1998,1,149,NA,"Active","","","MFRMLS","N","Y","28.4"," -81.4","FALSE"
18849,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11230",2,1.5,"Brooklyn",975,NA,NA,83,666,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
18850,"MLS Listing",NA,"Single Family Residential","Sandy Springs","GA","30328",6,4.5,"Brandon Mill Woods",NA,NA,1959,482,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.4","TRUE"
18851,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32257",3,2,"Pickwick Park",2344,NA,1965,132,130,NA,"Active","","","NEFLMLS","N","Y","30.2"," -81.6","TRUE"
18852,"MLS Listing",NA,"Single Family Residential","Brooklyn","NY","11232",3,4.25,"Brooklyn",3000,2100,2017,112,833,NA,"Active","March-11-2018 01:00 PM","March-11-2018 03:00 PM","BNYMLS","N","Y","40.7"," -74.0","TRUE"
18853,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",2,2.5,"Quantum On The Bay",1084,NA,2008,2,331,882,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18854,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",1,2,"900 Biscayne",1031,NA,2008,188,475,767,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18855,"MLS Listing",NA,"Single Family Residential","Durham","NC","27703",2,2,"Carolina Arbors",2102,6708,2018,20,203,184,"Active","","","TMLS","N","Y","36.0"," -78.9","TRUE"
18856,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32812",3,2.5,"Orlando",2164,6967,1984,63,138,45,"Active","","","MFRMLS","N","Y","28.5"," -81.3","FALSE"
18857,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32819",3,3,"Orlando",2396,16070,1974,13,145,192,"Active","","","MFRMLS","N","Y","28.5"," -81.5","TRUE"
18858,"MLS Listing",NA,"Single Family Residential","Chapel Hill","NC","27517",3,4,"Governors Square",3503,13503,1995,264,150,402,"Active","","","TMLS","N","Y","35.9"," -79.0","TRUE"
18859,"MLS Listing",NA,"Townhouse","Miami","FL","33196",3,2.5,"Kendall Square",1740,NA,2014,29,207,33,"Active","","","MARMLS","N","Y","25.7"," -80.5","TRUE"
18860,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30342-4332",5,6,"Buckhead",NA,18077,2006,43,NA,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
18861,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33172",1,1.5,"The Beach Club",1149,NA,1972,15,144,192,"Active","","","MARMLS","N","Y","25.8"," -80.3","FALSE"
18862,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"Icon Brickell One",597,NA,2008,313,727,610,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18863,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21229",4,3,"Westgate",1505,6247,1920,177,120,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
18864,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32811",3,2,"Orlando",993,4464,1930,22,106,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.4","FALSE"
18865,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Flushing","NY","11367",3,2,"Kew Garden Hills",NA,1600,1950,105,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
18866,"MLS Listing",NA,"Vacant Land","CLIFTON","VA","20124",NA,NA,"CLIFTON",NA,237402,NA,131,NA,NA,"Active","","","BRIGHT MLS","N","Y","38.8"," -77.4","TRUE"
18867,"MLS Listing",NA,"Vacant Land","Cary","NC","27713",NA,NA,"Chatham",NA,13852,NA,14,NA,NA,"Active","","","TMLS","N","Y","35.8"," -78.9","FALSE"
18868,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32205",4,2,"Oakwood Villa Ests",1648,NA,2017,53,137,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.7","FALSE"
18869,"MLS Listing",NA,"Townhouse","Apex","NC","27523",3,3,"Wake",1844,3005,2018,44,173,100,"Active","","","TMLS","N","Y","35.8"," -78.8","TRUE"
18870,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32819",5,5,"Orlando",4167,14520,1996,61,140,137,"Active","","","MFRMLS","N","Y","28.5"," -81.5","TRUE"
18871,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32256",3,3.5,"Old Still",3082,NA,2017,310,152,164,"Active","","","NEFLMLS","N","Y","30.2"," -81.5","TRUE"
18872,"New Construction Home",NA,"Single Family Residential","Orlando","FL","32820",4,3.5,"Lake Pickett Reserve",4201,NA,2017,166,133,NA,"Active","","","NewHomeSource.com","N","Y","28.6"," -81.1","TRUE"
18873,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32223",4,4,"Hogan Grant",3338,NA,1984,3,224,NA,"Active","","","NEFLMLS","N","Y","30.1"," -81.6","TRUE"
18874,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Flushing","NY","11358",4,2,"Flushing",NA,4000,1955,44,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
18875,"MLS Listing",NA,"Condo/Co-op","Lake Forest","CA","92630",1,1.5,"LN - Lake Forest North",938,NA,1984,7,394,352,"Active","","","CRMLS","N","Y","33.6","-117.7","TRUE"
18876,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30345",5,2.5,"William L Caton",3800,NA,2018,35,223,NA,"Active","","","GAMLS","N","Y","33.9"," -84.3","TRUE"
18877,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,2,"Jade Residences",1246,NA,2004,118,762,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18878,"MLS Listing",NA,"Vacant Land","Jacksonville","FL","32234",NA,NA,"Emerald Estates",NA,NA,NA,233,NA,200,"Active","","","NEFLMLS","N","Y","30.2"," -81.9","FALSE"
18879,"MLS Listing",NA,"Single Family Residential","Yorba Linda","CA","92887",6,4.5,"85 - Yorba Linda",4400,18000,1990,34,408,NA,"Active","March-17-2018 01:00 PM","March-17-2018 04:00 PM","CRMLS","N","Y","33.9","-117.7","TRUE"
18880,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32205",3,2,"Murray Hill Heights",1456,NA,1943,82,123,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.7","FALSE"
18881,"MLS Listing",NA,"Condo/Co-op","Manhattan","NY","10036",2,1,"432 West 47 Street",NA,NA,1920,55,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -74.0","TRUE"
18882,"MLS Listing",NA,"Single Family Residential","Cary","NC","27519",3,3,"Wake",2536,6229,2017,134,215,150,"Active","","","TMLS","N","Y","35.8"," -78.9","TRUE"
18883,"New Construction Plan",NA,"Single Family Residential","Jacksonville","FL","32256",3,2.5,"Old Still",2729,NA,NA,NA,144,NA,"Active","","","NewHomeSource.com","N","Y","30.2"," -81.5","TRUE"
18884,"MLS Listing",NA,"Vacant Land","Orlando","FL","32833",0,NA,"Orlando",NA,64469,NA,366,NA,4,"Active","","","MFRMLS","N","Y","28.5"," -81.1","FALSE"
18885,"MLS Listing",NA,"Single Family Residential","Cary","NC","27518",4,3,"Coventry Woods",3052,10018,1996,49,137,14,"Active","","","TMLS","N","Y","35.7"," -78.7","TRUE"
18886,"MLS Listing",NA,"Single Family Residential","Miami","FL","33175",4,3.5,"Bird Road Farmsites",2197,43124,1930,30,339,NA,"Active","","","MARMLS","N","Y","25.7"," -80.4","TRUE"
18887,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32821",3,2,"Orlando",1231,19875,2006,779,211,501,"Active","","","MFRMLS","N","Y","28.4"," -81.5","FALSE"
18888,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Newport Beach","CA","92661",6,4,"NP - Balboa Peninsula",2816,2614,1972,27,886,NA,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
18889,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",6,3.5,"CC - Coto De Caza",5221,11573,1999,85,335,225,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
18890,"MLS Listing",NA,"Condo/Co-op","Flatbush","NY","11226",1,1,"The Gentry",636,NA,1964,30,491,NA,"Active","March-10-2018 01:00 PM","March-10-2018 03:00 PM","MLSLI","N","Y","40.7"," -73.9","TRUE"
18891,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32208",3,1,"Armstrong Acres",880,NA,1941,117,63,NA,"Active","","","NEFLMLS","N","Y","30.4"," -81.7","FALSE"
18892,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33125",2,2,"Terrazas Miami",902,NA,2010,132,365,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18893,"New Construction Plan",NA,"Single Family Residential","Orlando","FL","32827",4,3.5,"Laureate Park",3143,NA,NA,NA,151,NA,"Active","","","NewHomeSource.com","N","Y","28.4"," -81.3","TRUE"
18894,"MLS Listing",NA,"Condo/Co-op","Little Neck","NY","11362",3,1,"Deepdale Gardens",1050,NA,1955,34,361,NA,"Active","","","MLSLI","N","Y","40.8"," -73.7","TRUE"
18895,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27608",4,4,"Hayes Barton",3670,13503,1929,78,257,NA,"Active","","","TMLS","N","Y","35.8"," -78.6","TRUE"
18896,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33179",1,1.5,"Azure Lake Condo",1081,NA,1970,9,111,333,"Active","","","MARMLS","N","Y","26.0"," -80.2","FALSE"
18897,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33145",2,2,"The Luxor Residences Cond",1213,NA,2007,108,235,610,"Active","","","MARMLS","N","Y","25.7"," -80.2","FALSE"
18898,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1.5,"The Bond",906,NA,2016,328,551,650,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18899,"MLS Listing",NA,"Single Family Residential","Durham","NC","27705",2,1,"Durham",912,7405,1955,171,146,NA,"Active","","","TMLS","N","Y","36.0"," -78.9","FALSE"
18900,"MLS Listing",NA,"Single Family Residential","Huntington Beach","CA","92646",3,2.5,"14 - South Huntington Beach",1806,2400,1977,7,374,370,"Active","","","CRMLS","N","Y","33.7","-118.0","TRUE"
18901,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","27516",NA,NA,"Orange",NA,436471,NA,46,NA,NA,"Active","","","TMLS","N","Y","35.9"," -79.2","FALSE"
18902,"MLS Listing",NA,"Townhouse","Baltimore","MD","21224",2,2,"Canton",1224,1793,1910,2,274,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","TRUE"
18903,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",3,2,"23 Biscayne Bay Condo",1320,NA,2012,37,311,707,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18904,"MLS Listing",NA,"Condo/Co-op","Tustin","CA","92782",1,1,"89 - Tustin Ranch",678,678,1990,2,588,230,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
18905,"MLS Listing",NA,"Townhouse","Baltimore","MD","21229",3,2,"West Hills",1024,NA,1950,9,166,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
18906,"MLS Listing",NA,"Single Family Residential","Miami","FL","33177",3,2,"Aristotle Sub Phase Iv",1244,3956,1996,19,289,NA,"Active","","","MARMLS","N","Y","25.6"," -80.4","TRUE"
18907,"MLS Listing",NA,"Single Family Residential","Laguna Beach","CA","92651",3,3,"LV - Laguna Village",2257,3000,1983,37,1263,NA,"Active","March-10-2018 01:00 PM","March-10-2018 04:30 PM","CRMLS","N","Y","33.5","-117.8","TRUE"
18908,"MLS Listing",NA,"Condo/Co-op","New York","NY","10034",1,1,"Inwood",NA,NA,NA,6,NA,NA,"Active","","","REBNY","N","Y","40.9"," -73.9","TRUE"
18909,"MLS Listing",NA,"Townhouse","Miami","FL","33196",3,2.5,"Palm Point",1289,NA,1987,58,194,212,"Active","","","MARMLS","N","Y","25.7"," -80.4","FALSE"
18910,"MLS Listing",NA,"Condo/Co-op","Rego Park","NY","11374",1,1,"Park City Estate",700,NA,1960,2,456,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
18911,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30331",5,5,"Regency Hills",NA,2700,2003,1,NA,88,"Active","","","GAMLS","N","Y","33.7"," -84.6","TRUE"
18912,"MLS Listing",NA,"Single Family Residential","Miami","FL","33145",4,2.5,"Eugenia Groves Park",2500,5460,2018,98,290,NA,"Active","","","MARMLS","N","Y","25.8"," -80.3","TRUE"
18913,"MLS Listing",NA,"Condo/Co-op","Baltimore","MD","21215",2,2,"Imperial",1272,NA,1967,180,46,923,"Active","","","MRIS","N","Y","39.4"," -76.7","FALSE"
18914,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33130",3,3.5,"Sls Brickell Residen",1830,NA,2016,20,901,1250,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18915,"MLS Listing",NA,"Condo/Co-op","Glen Oaks","NY","11004",2,1,"Glen Oaks",NA,NA,1950,20,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.7","FALSE"
18916,"MLS Listing",NA,"Townhouse","Baltimore","MD","21231",3,1,"Fells Point",864,8712,1830,108,311,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
18917,"MLS Listing",NA,"Condo/Co-op","Coral Gables","FL","33134",2,2,"55 Merrick",1238,NA,2008,203,426,865,"Active","","","MARMLS","N","Y","25.8"," -80.3","TRUE"
18918,"MLS Listing",NA,"Single Family Residential","Queens Village","NY","11429",3,2,"Queens Village",NA,2544,1925,58,NA,NA,"Active","March-10-2018 12:00 PM","March-10-2018 02:00 PM","MLSLI","N","Y","40.7"," -73.7","TRUE"
18919,"New Construction Home",NA,"Single Family Residential","Middleburg","FL","32068",4,2.5,"Azalea Ridge",2256,NA,2018,22,126,NA,"Active","","","DR Horton","N","Y","30.3"," -81.7","FALSE"
18920,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10306",6,5,"Dongan Hills-Above Hylan",2444,4000,1975,13,401,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
18921,"MLS Listing",NA,"Vacant Land","Staten Island","NY","10309",0,NA,"Charleston",NA,166000,NA,49,NA,NA,"Active","","","SIBORMLS","N","Y","40.5"," -74.2","TRUE"
18922,"New Construction Plan",NA,"Single Family Residential","Orlando","FL","32824",3,2.5,"Meadow Woods",2156,NA,NA,NA,113,NA,"Active","","","NewHomeSource.com","N","Y","28.4"," -81.4","FALSE"
18923,"MLS Listing",NA,"Single Family Residential","Queens","NY","11378",3,1,"Maspeth",NA,NA,NA,4,NA,NA,"Active","","","REBNY","N","Y","40.7"," -73.9","TRUE"
18924,"MLS Listing",NA,"Single Family Residential","Miami","FL","33147",3,1,"Wittmann Sub",1272,6000,1950,118,180,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","FALSE"
18925,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21214",3,2.5,"Hamilton",1562,6247,1924,61,115,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
18926,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"Mayfield Condo",827,NA,2003,488,465,604,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
18927,"MLS Listing",NA,"Single Family Residential","Miami","FL","33143",2,1,"Sunset Pines",1471,7875,1958,183,255,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
18928,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21216",3,1.5,"Fairmont",1984,21525,1920,58,116,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
18929,"New Construction Plan",NA,"Single Family Residential","Chapel Hill","NC","27516",5,5,"Briar Chapel",2798,NA,NA,NA,137,NA,"Active","","","NewHomeSource.com","N","Y","35.8"," -79.1","TRUE"
18930,"MLS Listing",NA,"Vacant Land","Atlanta","GA","30315-7311",NA,NA,"Preston Hills",NA,5662,NA,33,NA,65,"Active","","","GAMLS","N","Y","33.7"," -84.4","FALSE"
18931,"MLS Listing",NA,"Single Family Residential","Durham","NC","27703",4,3,"Brightleaf",2383,6272,2017,204,125,88,"Active","","","TMLS","N","Y","36.0"," -78.8","FALSE"
18932,"MLS Listing",NA,"Condo/Co-op","Briarwood","NY","11435",1,1,"The Arlington",NA,NA,1958,2,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","FALSE"
18933,"MLS Listing",NA,"Townhouse","Atlanta","GA","30318-9379",3,3.5,"Liberty Park",NA,435,2006,1,NA,NA,"Active","","","GAMLS","N","Y","33.8"," -84.4","FALSE"
18934,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32218",3,2,"Garden City",2067,NA,1988,105,121,NA,"Active","","","NEFLMLS","N","Y","30.5"," -81.7","FALSE"
18935,"MLS Listing",NA,"Townhouse","Coconut Grove","FL","33133",3,3,"Habitat At The Grove",2014,NA,2019,27,429,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
18936,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",1,1,"City24",692,NA,2008,454,332,458,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
